"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample19","Sample20","Sample21","Sample22","Sample23","Sample24","Sample25","Sample26"
"Glu_1.1",-0.00014089,1.732e-05,1.953e-05,4.436e-05,1.601e-05,2.868e-05,-0.00016218,3.184e-05,3.642e-05,2.76e-05,2.995e-05,4.832e-05,1.862e-05,1.472e-05,1.355e-05,4.587e-05,1.731e-05,3.037e-05,4.046e-05,9.53e-06,3.932e-05,1.808e-05,2.873e-05,3e-06,7.54e-06,4.967e-05
"Glu_2.1",-0.05347063,-0.06960426,-0.03829084,-0.00225383,-0.00121803,-0.00165744,-0.00500826,-0.00435172,-0.00566818,-0.00158737,-0.00172506,-0.0025245,-0.005002,-0.00481272,-0.00488434,-0.00522632,-0.00126483,-0.00171846,-0.00203217,-0.04800726,-0.00202296,-0.00130314,-0.00560099,-0.00453932,-0.00442661,-0.00578779
"Glu_2.2",-0.07673121,-0.00327998,0.0043852,0.0022785,0.00163939,0.00217252,-0.02895785,0.00388067,0.00329441,0.00203085,0.00230488,0.00241603,0.00332875,0.00208915,0.00191216,0.00339257,0.00184834,0.00229363,0.00204393,0.00380849,0.0021079,0.00195193,0.00245436,0.0004515,0.00095381,0.00380479
"Glu_3.2",-5.77030421,-Inf,-0.42815445,-0.00995943,-0.00887281,-0.00932093,-0.02598011,-0.02013541,-0.01877397,-0.00902483,-0.00953572,-0.01053977,-0.02665938,-0.01999373,-0.02012756,-0.01725049,-0.00899156,-0.00947177,-0.00918777,-73.05061225,-0.00953152,-0.00902674,-0.01789498,-0.02304965,-0.01863721,-0.0186734
"Glu_3.3",Inf,-Inf,-0.61859126,-0.30187187,-0.37868916,-0.49831802,Inf,-6.98586567,-Inf,-0.44175847,-0.59307279,-0.39971209,-Inf,-Inf,-Inf,-Inf,-0.51571744,-0.62756748,-0.23837169,-Inf,-0.31951972,-0.4320509,Inf,Inf,-Inf,-Inf
"Glu_4.3",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,-Inf,-Inf,-Inf
"Glu_4.4",-0.00956921,0.00025278,0.00126474,0.00073652,0.00085205,0.00080572,-0.0069566,0.00108587,0.00087196,0.0007584,0.00084151,0.0008116,0.00087611,0.00052838,0.000493,0.00099411,0.00086433,0.00079973,0.00066006,0.00067957,0.00071009,0.00086051,0.0006693,0.00011258,0.00025482,0.00117266
"Glu_5.4",-0.00102124,-0.00104307,-0.00100237,-0.00198231,-0.00284502,-0.00242361,-0.00137278,-0.00143716,-0.00150954,-0.00245496,-0.00241468,-0.0019698,-0.00133427,-0.00145573,-0.00143695,-0.00152355,-0.00284664,-0.00236136,-0.0020367,-0.00106555,-0.00207324,-0.00281532,-0.00148262,-0.00140997,-0.00149157,-0.00149128
"Gly_0.0",-2.3e-07,-3.37e-06,-3.701e-05,0,0,0,-1.11e-06,0,0,0,0,0,-1.58e-06,0,0,0,0,0,0,0,0,0,0,-3.821e-05,0,0
"Gly_1.1",-7.656e-05,-0.00147417,-0.01288208,0,0,0,-0.00032403,0,0,0,0,0,-0.00056881,0,0,0,0,0,0,0,0,0,0,-0.01118264,0,0
