"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample19","Sample20","Sample21","Sample22","Sample23","Sample24","Sample25","Sample26"
"Asp_3.3",26127.64537193,70229.97334753,40741.90031704,3892150.97354555,3654920.91748585,6019225.64515932,40894.34051482,62865.90302832,127886.35006492,10425245.9883226,5040759.48127226,2474991.22160877,57295.5639733,61004.95044165,47387.99982715,120574.24475754,2644797.59401358,5910957.85322084,7830138.41713589,64531.53476345,7072554.15111196,3461623.9214409,84808.15383876,86936.91323805,70666.10767016,103972.63399732
"Asp_4.3",105571.50855502,150514.53962266,117573.77780643,37868326.9862715,39686241.4107968,53220881.413744,177423.84267795,277691.97862197,562396.44740906,84105796.0926892,45115156.4129819,22069406.8446891,162467.28190021,302413.33767495,202478.83357534,871067.04865673,31947704.5814787,55123867.0033684,67506308.674566,167082.07339733,58548615.8796261,43249466.8134532,338208.27328885,328956.83704775,456790.20833803,427252.35255113
"Glu_0.0",11825684.6197305,16032345.4985749,13076293.4584338,42248191.193833,123545577.885942,72708168.8111374,9083439.96840406,14437006.060021,13297522.9542168,98621239.4948861,60489037.0509978,37162967.7976298,10061616.9258313,15687660.2958747,10310808.8487804,18184061.3157233,108604117.384586,70547182.5420894,64209391.2566203,18875232.0162703,51042281.4294654,111536114.853253,8263093.63561665,14437268.4795613,18413564.174793,11593724.942351
"Glu_1.0",158651.47296294,238729.51242033,185581.5919156,3191675.13948955,10984862.2375562,6734266.16342353,154568.15877509,235207.02294613,252949.66836245,9950980.92816823,5346641.14366515,2605524.98869943,163355.59538828,258823.74842526,158894.70317597,373348.44425097,9337604.39657969,6587208.44001117,5110604.48418098,278614.65841738,4433899.21641351,9684412.25245737,153219.37129016,277980.91514535,323163.35551479,200917.5310153
"Glu_1.1",567687.66296299,799851.65354839,634252.39362372,15755010.3272669,36069811.0614457,26794278.8909411,589476.28573099,1043653.9168489,1194025.61217898,37700390.2228919,21334445.9860712,12890925.976622,610728.18593493,1111180.45475029,726448.80586844,1662254.28896002,30023280.4249892,26856813.1605283,24917569.1376499,916627.61259552,22511309.4728777,32284696.8586437,701568.83227997,975731.15777926,1522204.59151084,959196.88069661
"Glu_2.1",6082.62206026,11136.30108728,9479.3549555,9085727.22348865,13887296.914839,13583191.2273496,97297.8007206,223712.32460678,305832.97970452,19209178.1948896,10854065.5397082,7230014.52978932,97785.49223567,213417.64097541,140535.48443534,477552.15828406,12042042.9983092,13904953.7513459,14537687.0366895,11429.72565138,12821770.4811246,13123178.4302858,183672.35656421,199358.00696734,342083.19923642,243123.11255272
"Glu_2.2",19845.31770021,25557.91361672,53783.95557981,5839819.41494857,6704436.69583627,6733550.6177196,62855.58340201,163009.31553602,251320.63573492,9756122.00649001,5278586.93834444,4908864.27201987,65032.51214434,149022.56777931,98008.66684529,427934.66421661,5354515.217642,6769456.66577795,9391976.41638047,43649.06304585,7995641.5856228,5692899.99807472,156356.923641,123494.89662359,229009.87442807,238426.38864757
"Glu_3.2",1073.12535207,0,16140.47102116,39146136.8876515,36295860.3290987,45985788.7674036,357101.77926559,920520.90141292,1757983.86953427,64326525.1280403,37384129.5809225,32970610.7566859,349309.98116771,978069.57345022,649297.15957551,2754597.89100677,32250866.4817394,48030948.7131937,61219216.4194273,143.00849478,51810312.8650158,36069680.3505754,1094512.14209252,747486.64224523,1546908.83514006,1434690.95471935
"Glu_3.3",0,0,4606.21886327,532515.82776152,350644.73623571,354656.36011534,0,1093.97048677,0,541845.98388422,247835.9629057,358461.54515651,0,0,0,0,231844.17995691,298898.49543046,972915.15627162,0,637253.90188635,310720.47167161,0,0,0,0
"Glu_4.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glu_4.4",77415.36161786,97843.00811884,90722.5742904,8788959.30376549,6275582.16003507,8832743.17784829,127287.64352866,283409.54167233,461936.40435309,12709495.4748678,7033621.57788086,7109078.18174421,120206.42410876,286646.6702778,184934.06628275,710468.67497256,5570521.63368795,9445163.63000982,14148629.3710816,119006.17188839,11546768.5521815,6282246.37716588,278936.80561574,240952.20518894,417014.57276874,376343.52193966
"Glu_5.4",2949807.18108758,3972854.18090831,3354000.99157392,95680868.6134344,55068861.89165,86038680.5127493,3287809.84070637,6274247.2086458,10636523.082661,115042187.58503,71821332.3896694,85823870.375954,3395398.13028254,6535132.95822879,4424530.08886194,15173201.7835201,49558368.2587431,93726704.1913355,134352087.030097,4769620.41334132,115878212.113971,56262453.0650694,6426815.52265518,5944732.38150765,9403202.85019879,8739665.87813277
"Gly_0.0",1762455.64910331,4411946.37469943,217839.01325631,18281251.7052532,16202845.4093428,7597508.77055562,1346419.37596004,4379049.2838102,4904765.28535539,18828604.1785187,7531541.10257309,19485180.3309833,3371746.03278925,4444818.67044472,2605648.6292655,7936873.41987844,12479653.4005519,11275559.6707139,40173846.8500099,3142087.37665214,19484296.4611576,16202402.6364735,2572604.40420927,182799.00567688,3776985.48391579,1061915.73537803
"Gly_1.1",56084.01296089,105489.09562807,6543.12177112,593957.58751231,376684.9353222,207776.26119807,48013.4090889,111685.90256174,102033.40331611,610613.98532119,234314.28443572,655630.49624476,97620.78440191,104894.30207124,54995.95017524,217764.93028556,381894.36354327,336650.7373415,1417177.33444645,68194.03107678,743916.25312729,420995.4050688,74259.6104706,6528.97034687,90791.93064196,27456.47618855
"Gly_2.2",0,0,0,30551.19392517,30812.120989,20113.5688984,0,1652.4746355,6456.64727601,48063.86174126,18044.85796129,34350.24883066,0,11892.39096142,3645.4229849,3642.19652292,16338.50039843,20652.27124737,72533.09744609,90.86851448,44472.81690954,27493.83976152,7056.84952872,0,374.9962335,295.70283395
"Orn_0.0",71069470.2955784,104613599.565727,78911975.9886645,8735814.12271022,5792838.68910358,4453647.83263121,57345365.9469389,93325552.754905,86176577.5473101,9587803.57310747,3680465.07090029,6253956.64041383,79261081.7402367,102543463.311343,73838932.6270158,108882177.056157,3357851.0728515,6103935.48444128,18693599.8198795,105429694.842329,11447129.4069392,5365175.46985193,55153854.0547785,76607220.4003261,90205829.7397666,64152027.5004634
